ТБ;ГОСБ;ИНН;Организация;Сегмент;Сотрудник;Задач;Закрыто;Успешно;Невозможно отработать;В работе;Статус отработки;Противоречие в решениях;Все задачи закрыты одним днём;Ни одного цифрового следа;План получателей;Факт получателей;Факт к плану, %;Потенциал численности;Факт к потенциалу, %
Среднерусский банк;Ивановское ГОСБ № 8639;7700106954;ПАО Триумф;Микро;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;1;0;0,0;2;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106972;МБУ Импульс;Микро;Жуков Николай Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;2;1;50,0;8;12,5
Среднерусский банк;Ивановское ГОСБ № 8639;7700106982;АО Дельта;Микро;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;False;3;0;0,0;10;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700106996;НКО Автодор;Крупные;Виноградов Дмитрий Александрович;1;0;0;0;1;Не начат;False;False;False;227;0;0,0;899;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107007;ПАО Прогресс;Малые;Хохлов Дмитрий Дмитриевич;1;1;1;0;0;Отработан полностью;False;False;True;16;1;6,2;25;4,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107019;АО Новация;Малые;Чернов Борис Сергеевич;3;3;0;1;0;Отработан полностью;False;False;False;26;0;0,0;30;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107041;МБУ Ярд;Малые;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;False;8;0;0,0;35;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107048;ГБУЗ Лидер;Крупнейшие;Чернов Борис Сергеевич;2;1;1;0;1;Отработан частично;False;False;True;5659;1201;41,9;5070;23,7
Среднерусский банк;Ивановское ГОСБ № 8639;7700107061;МБУ Ярд;Средние;Виноградов Дмитрий Александрович;2;1;0;0;1;Отработан частично;False;False;False;115;0;0,0;113;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107069;ООО Уют;Крупные;Жуков Николай Николаевич;1;1;0;0;0;Отработан полностью;False;False;True;127;0;0,0;559;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107088;МБУ Заря;Малые;Чернова Ольга Николаевна;2;2;1;0;0;Отработан полностью;False;False;False;47;16;55,2;54;29,6
Среднерусский банк;Ивановское ГОСБ № 8639;7700107110;ГБУЗ Орион;Крупнейшие;Чернова Ольга Николаевна;1;0;0;0;1;Не начат;False;False;False;427;0;0,0;966;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107116;НКО Прогресс;Рег. госсектор;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;106;0;0,0;215;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107143;ООО Ярд;Малые;Жуков Николай Николаевич;1;1;0;0;0;Отработан полностью;False;False;False;12;0;0,0;20;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107163;МБУ Ресурс;Малые;Хохлов Дмитрий Дмитриевич;2;1;0;0;1;Отработан частично;False;False;False;29;0;0,0;36;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107171;АО Заря;Крупные;Хохлов Дмитрий Дмитриевич;3;2;1;0;1;Отработан частично;False;False;False;747;31;16,1;615;5,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107187;НКО Триумф;Крупные;Чернов Борис Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;188;0;0,0;375;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107196;ГБУЗ Триумф;Малые;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;31;0;0,0;43;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107220;АО Лидер;Микро;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;9;0;0,0;12;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107234;ИП Орион;Микро;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;4;0;0,0;6;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107262;АО Ресурс;Малые;Хохлов Дмитрий Дмитриевич;1;0;0;0;1;Не начат;False;False;False;10;0;0,0;29;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107305;НКО Ресурс;Малые;Чернов Борис Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;9;0;0,0;45;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107315;ПАО Эталон;Средние;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;True;44;0;0,0;157;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107359;НКО Юпитер;Малые;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;10;0;0,0;28;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107370;ГБУЗ Заря;Микро;Хохлов Дмитрий Дмитриевич;3;2;0;0;1;Отработан частично;False;False;False;7;0;0,0;7;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107401;ГБУЗ Уют;Средние;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;66;0;0,0;164;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107422;МБУ Эталон;Средние;Хохлов Дмитрий Дмитриевич;2;2;0;1;0;Отработан полностью;False;True;True;73;0;0,0;101;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107453;ИП Прогресс;Микро;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;4;0;0,0;12;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107462;МБУ Ярд;Средние;Хохлов Дмитрий Дмитриевич;3;3;0;1;0;Отработан полностью;False;False;False;178;0;0,0;166;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107472;АО Лидер;Крупнейшие;Чернов Борис Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;353;0;0,0;570;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107480;МБУ Гранит;Малые;Жуков Николай Николаевич;1;1;0;0;0;Отработан полностью;False;False;True;18;0;0,0;32;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107496;ИП Новация;Средние;Жуков Николай Николаевич;1;1;1;0;0;Отработан полностью;False;False;True;41;10;24,4;66;15,2
Среднерусский банк;Ивановское ГОСБ № 8639;7700107556;ГБУЗ Сатурн;Рег. госсектор;Чернов Борис Сергеевич;2;2;1;0;0;Отработан полностью;False;False;True;211;93;73,8;226;41,2
Среднерусский банк;Ивановское ГОСБ № 8639;7700107564;ПАО Заря;Средние;Чернов Борис Сергеевич;1;1;0;0;0;Отработан полностью;False;False;False;57;0;0,0;164;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107608;ИП Лидер;Средние;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;True;12;0;0,0;29;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107621;ПАО Каскад;Рег. госсектор;Виноградов Дмитрий Александрович;1;1;0;0;0;Отработан полностью;False;False;False;42;0;0,0;72;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107628;АО Лидер;Крупные;Хохлов Дмитрий Дмитриевич;1;1;0;0;0;Отработан полностью;False;False;True;187;0;0,0;637;0,0
Среднерусский банк;Ивановское ГОСБ № 8639;7700107637;ИП Прогресс;Микро;Чернов Борис Сергеевич;1;0;0;0;1;Не начат;False;False;False;5;0;0,0;14;0,0
